San Fransisco|-122.42,37.77,16|2043-02-13T07:20:36Z|Rain|+10.8|1016.8|74.0                          |
Montreal|-73.59,45.51,35|2012-12-06T07:48:53Z|Sunny|+10.6|1037.2|73.0                               |
Darwin|130.84,-12.46,37|2021-11-04T18:29:50Z|Sunny|+35.2|1007.8|5.0                                 |
Tignes|6.92,45.5,3747|2037-01-07T21:36:00Z|Sunny|+11.1|1016.4|68.0                                  |
Sydney|151.21,-33.87,19|2024-08-08T08:17:25Z|Sunny|+16.6|1017.2|53.0                                |
Juneau|-134.42,58.3,17|2023-03-13T19:45:57Z|Rain|+5.9|1028.7|82.0                                   |
Marseille|5.38,43.3,12|2014-07-26T03:39:38Z|Sunny|+16.6|1014.9|49.0                                 |
Lyon|4.85,45.75,213|2020-08-28T11:42:18Z|Sunny|+20.1|1003.1|52.0                                    |
Toulouse|1.44,43.6,150|2015-01-30T10:26:37Z|Rain|+8.5|994.4|72.0                                    |
Paris|2.35,48.85,35|2048-02-14T11:53:44Z|Sunny|+5.7|1016.4|30.0                                     |
San Fransisco|-122.42,37.77,16|2012-08-29T06:44:37Z|Sunny|+14.7|1035.2|38.0                         |
Montreal|-73.59,45.51,35|2039-12-24T07:08:14Z|Sunny|+8.7|1035.2|59.0                                |
Darwin|130.84,-12.46,37|2047-07-14T06:04:52Z|Sunny|+20.3|1021.8|21.0                                |
Tignes|6.92,45.5,3747|2041-04-05T08:40:47Z|Sunny|+10.3|1013.5|36.0                                  |
Sydney|151.21,-33.87,19|2021-02-18T14:08:31Z|Sunny|+21.6|1015.4|51.0                                |
Juneau|-134.42,58.3,17|2001-11-30T15:42:26Z|Sunny|+1.9|1001.5|79.0                                  |
Marseille|5.38,43.3,12|2041-07-13T02:52:57Z|Sunny|+20.7|1019.7|57.0                                 |
Lyon|4.85,45.75,213|2025-06-06T03:09:45Z|Sunny|+16.8|997.8|62.0                                     |
Toulouse|1.44,43.6,150|2029-09-16T00:22:58Z|Sunny|+22.6|1006.6|73.0                                 |
Paris|2.35,48.85,35|2006-04-24T19:04:49Z|Rain|+12.1|981.5|88.0                                      |
San Fransisco|-122.42,37.77,16|2024-08-11T12:24:22Z|Rain|+17.7|989.8|76.0                           |
Montreal|-73.59,45.51,35|2035-08-18T00:54:01Z|Sunny|+12.4|1038.0|58.0                               |
Darwin|130.84,-12.46,37|2012-09-02T01:24:43Z|Sunny|+19.6|1033.8|21.0                                |
Tignes|6.92,45.5,3747|2021-05-28T20:40:33Z|Sunny|+18.7|1018.6|23.0                                  |
Sydney|151.21,-33.87,19|2045-07-23T00:31:04Z|Sunny|+17.2|991.4|40.0                                 |
Juneau|-134.42,58.3,17|2028-09-28T18:20:48Z|Sunny|+9.3|959.9|59.0                                   |
Marseille|5.38,43.3,12|2048-07-14T06:54:40Z|Sunny|+21.8|1039.4|68.0                                 |
Lyon|4.85,45.75,213|2006-06-25T21:14:39Z|Rain|+25.8|987.3|66.0                                      |
Toulouse|1.44,43.6,150|2049-01-10T09:36:52Z|Sunny|+9.6|1018.8|71.0                                  |
Paris|2.35,48.85,35|2002-08-08T14:19:31Z|Sunny|+20.1|1039.0|56.0                                    |
San Fransisco|-122.42,37.77,16|2010-03-09T17:57:29Z|Sunny|+19.0|1015.6|67.0                         |
Montreal|-73.59,45.51,35|2044-02-18T12:18:29Z|Rain|+12.0|1005.1|78.0                                |
Darwin|130.84,-12.46,37|2017-10-13T04:42:47Z|Sunny|+27.2|1015.6|28.0                                |
Tignes|6.92,45.5,3747|2005-08-10T13:32:55Z|Sunny|+17.5|1046.2|33.0                                  |
Sydney|151.21,-33.87,19|2041-10-08T21:54:02Z|Rain|+15.8|1000.2|85.0                                 |
Juneau|-134.42,58.3,17|2046-12-15T22:05:43Z|Sunny|+4.6|1037.1|62.0                                  |
Marseille|5.38,43.3,12|2041-02-06T00:48:17Z|Rain|+19.5|1024.0|92.0                                  |
Lyon|4.85,45.75,213|2047-03-10T06:50:36Z|Rain|+14.3|1025.1|67.0                                     |
Toulouse|1.44,43.6,150|2007-05-03T03:35:11Z|Sunny|+15.0|1024.9|84.0                                 |
Paris|2.35,48.85,35|2039-12-19T17:06:13Z|Sunny|+19.0|1018.5|68.0                                    |
San Fransisco|-122.42,37.77,16|2027-04-25T23:39:59Z|Rain|+12.0|1010.9|84.0                          |
Montreal|-73.59,45.51,35|2042-04-29T17:35:22Z|Rain|+0.9|1009.0|81.0                                 |
Darwin|130.84,-12.46,37|2039-02-19T18:16:02Z|Sunny|+25.5|1000.1|16.0                                |
Tignes|6.92,45.5,3747|2012-06-28T21:42:10Z|Sunny|+25.6|1016.4|77.0                                  |
Sydney|151.21,-33.87,19|2003-09-13T02:36:22Z|Sunny|+10.9|1015.0|82.0                                |
Juneau|-134.42,58.3,17|2010-12-02T00:26:41Z|Sunny|+5.2|1042.5|68.0                                  |
Marseille|5.38,43.3,12|2038-12-15T23:09:12Z|Sunny|+21.5|1014.1|49.0                                 |
Lyon|4.85,45.75,213|2004-02-21T20:33:46Z|Sunny|+9.0|1016.1|48.0                                     |
Toulouse|1.44,43.6,150|2041-11-23T21:42:28Z|Sunny|+13.3|1067.0|97.0                                 |
Paris|2.35,48.85,35|2042-11-01T22:48:44Z|Rain|+17.1|1007.7|74.0                                     |
San Fransisco|-122.42,37.77,16|2046-01-21T02:43:57Z|Rain|+14.8|1015.5|73.0                          |
Montreal|-73.59,45.51,35|2042-12-25T00:09:56Z|Rain|+8.5|1012.8|75.0                                 |
Darwin|130.84,-12.46,37|2017-01-05T12:49:36Z|Sunny|+28.9|981.0|8.0                                  |
Tignes|6.92,45.5,3747|2019-10-02T01:11:50Z|Sunny|+9.4|1021.3|42.0                                   |
Sydney|151.21,-33.87,19|2025-04-09T04:51:36Z|Sunny|+17.1|994.3|44.0                                 |
Juneau|-134.42,58.3,17|2037-05-29T00:50:57Z|Snow|-0.4|1006.2|92.0                                   |
Marseille|5.38,43.3,12|2037-11-07T11:01:35Z|Sunny|+9.4|1001.6|57.0                                  |
Lyon|4.85,45.75,213|2007-12-20T21:44:47Z|Sunny|+3.6|1010.6|79.0                                     |
Toulouse|1.44,43.6,150|2014-04-03T00:37:13Z|Rain|+18.9|1023.5|97.0                                  |
Paris|2.35,48.85,35|2017-04-15T22:05:20Z|Sunny|+12.0|1021.1|74.0                                    |
San Fransisco|-122.42,37.77,16|2025-05-22T17:45:59Z|Sunny|+13.7|1017.6|57.0                         |
Montreal|-73.59,45.51,35|2017-07-12T06:25:11Z|Sunny|+4.5|1010.8|55.0                                |
Darwin|130.84,-12.46,37|2030-02-19T20:04:46Z|Sunny|+29.1|1029.1|25.0                                |
Tignes|6.92,45.5,3747|2009-02-08T17:56:22Z|Rain|+15.5|1006.1|84.0                                   |
Sydney|151.21,-33.87,19|2039-02-01T09:36:04Z|Sunny|+14.5|1038.4|28.0                                |
Juneau|-134.42,58.3,17|2018-07-04T21:42:10Z|Rain|+8.6|990.6|87.0                                    |
Marseille|5.38,43.3,12|2013-02-11T00:51:01Z|Sunny|+20.9|1019.7|54.0                                 |
Lyon|4.85,45.75,213|2002-05-28T22:55:51Z|Rain|+15.2|987.6|83.0                                      |
Toulouse|1.44,43.6,150|2042-02-11T00:23:56Z|Rain|+11.0|991.8|83.0                                   |
Paris|2.35,48.85,35|2009-06-06T05:09:51Z|Rain|+15.3|1010.1|94.0                                     |
San Fransisco|-122.42,37.77,16|2029-01-20T12:31:59Z|Rain|+5.9|1029.0|94.0                           |
Montreal|-73.59,45.51,35|2018-11-07T00:19:45Z|Sunny|+11.4|1024.6|45.0                               |
Darwin|130.84,-12.46,37|2005-05-05T10:00:40Z|Sunny|+24.8|1020.2|39.0                                |
Tignes|6.92,45.5,3747|2007-10-21T18:32:31Z|Sunny|+8.9|1023.7|73.0                                   |
Sydney|151.21,-33.87,19|2002-01-05T15:30:30Z|Sunny|+24.2|1017.3|44.0                                |
Juneau|-134.42,58.3,17|2039-11-09T21:14:56Z|Sunny|+7.6|1031.2|74.0                                  |
Marseille|5.38,43.3,12|2003-03-14T13:25:47Z|Sunny|+15.0|971.6|54.0                                  |
Lyon|4.85,45.75,213|2035-03-11T02:04:51Z|Sunny|+13.4|1005.8|32.0                                    |
Toulouse|1.44,43.6,150|2015-03-04T23:01:40Z|Sunny|+20.7|1026.3|45.0                                 |
Paris|2.35,48.85,35|2005-02-24T21:48:27Z|Sunny|+9.7|1012.5|71.0                                     |
San Fransisco|-122.42,37.77,16|2049-12-26T04:29:56Z|Sunny|+12.2|1024.0|82.0                         |
Montreal|-73.59,45.51,35|2047-04-22T20:26:11Z|Snow|+1.9|1008.6|90.0                                 |
Darwin|130.84,-12.46,37|2031-03-26T23:35:51Z|Sunny|+31.4|1023.4|23.0                                |
Tignes|6.92,45.5,3747|2013-07-05T01:29:24Z|Rain|+24.1|1005.9|84.0                                   |
Sydney|151.21,-33.87,19|2022-06-07T11:11:09Z|Sunny|+13.5|1045.7|48.0                                |
Juneau|-134.42,58.3,17|2046-10-03T23:22:07Z|Sunny|+5.9|1025.9|58.0                                  |
Marseille|5.38,43.3,12|2020-05-28T21:06:58Z|Rain|+11.8|1004.4|77.0                                  |
Lyon|4.85,45.75,213|2020-10-29T23:49:07Z|Rain|+17.1|1009.0|89.0                                     |
Toulouse|1.44,43.6,150|2006-11-01T05:07:02Z|Rain|+6.5|979.7|86.0                                    |
Paris|2.35,48.85,35|2004-06-07T17:06:02Z|Sunny|+20.9|1008.1|80.0                                    |
San Fransisco|-122.42,37.77,16|2017-10-26T03:21:45Z|Sunny|+12.9|1003.9|76.0                         |
Montreal|-73.59,45.51,35|2024-02-04T23:06:29Z|Rain|+8.6|989.9|74.0                                  |
Darwin|130.84,-12.46,37|2035-07-26T02:43:11Z|Sunny|+13.1|989.4|9.0                                  |
Tignes|6.92,45.5,3747|2047-10-07T12:04:08Z|Rain|+19.3|1007.9|72.0                                   |
Sydney|151.21,-33.87,19|2015-09-03T13:15:20Z|Rain|+16.8|1040.5|81.0                                 |
Juneau|-134.42,58.3,17|2029-04-22T07:14:19Z|Sunny|+2.0|1021.9|66.0                                  |
Marseille|5.38,43.3,12|2047-12-06T00:42:51Z|Rain|+9.7|1026.3|77.0                                   |
Lyon|4.85,45.75,213|2032-05-18T10:11:46Z|Rain|+10.6|1006.8|97.0                                     |
Toulouse|1.44,43.6,150|2025-12-14T05:13:32Z|Rain|+10.3|1015.0|87.0                                  |
Paris|2.35,48.85,35|2044-11-21T14:38:18Z|Rain|+8.7|992.6|70.0                                       |
San Fransisco|-122.42,37.77,16|2033-03-27T10:30:30Z|Rain|+14.3|1020.8|86.0                          |
Montreal|-73.59,45.51,35|2039-02-04T20:34:26Z|Sunny|+4.2|1005.1|62.0                                |
Darwin|130.84,-12.46,37|2019-09-23T09:27:16Z|Sunny|+14.7|1012.4|23.0                                |
Tignes|6.92,45.5,3747|2036-12-02T03:55:21Z|Rain|+9.4|1022.0|99                                      |
Sydney|151.21,-33.87,19|2040-11-03T22:36:30Z|Sunny|+17.2|1016.2|71.0                                |
Juneau|-134.42,58.3,17|2027-06-08T21:40:35Z|Rain|+8.6|1005.7|69.0                                   |
Marseille|5.38,43.3,12|2043-02-17T16:08:28Z|Rain|+13.1|1004.4|84.0                                  |
Lyon|4.85,45.75,213|2015-08-04T04:44:20Z|Rain|+18.0|1007.7|88.0                                     |
Toulouse|1.44,43.6,150|2012-08-18T20:49:13Z|Sunny|+25.9|1034.1|55.0                                 |
Paris|2.35,48.85,35|2009-01-13T21:44:39Z|Rain|+14.6|1034.4|90.0                                     |
San Fransisco|-122.42,37.77,16|2019-10-15T15:21:02Z|Rain|+13.7|1026.5|83.0                          |
Montreal|-73.59,45.51,35|2047-11-20T21:40:57Z|Sunny|+11.3|1041.8|64.0                               |
Darwin|130.84,-12.46,37|2025-02-03T17:47:37Z|Sunny|+32.8|1035.5|8.0                                 |
Tignes|6.92,45.5,3747|2011-04-09T09:13:30Z|Rain|+6.2|1004.7|84.0                                    |
Sydney|151.21,-33.87,19|2024-10-13T00:58:31Z|Sunny|+15.9|1024.3|58.0                                |
Juneau|-134.42,58.3,17|2040-11-24T11:46:17Z|Sunny|+5.3|1014.5|67.0                                  |
Marseille|5.38,43.3,12|2019-06-12T07:08:53Z|Sunny|+20.1|1004.0|76.0                                 |
Lyon|4.85,45.75,213|2045-08-01T01:02:32Z|Rain|+15.2|1000.4|81.0                                     |
Toulouse|1.44,43.6,150|2039-06-10T23:47:55Z|Rain|+20.1|1011.5|81.0                                  |
Paris|2.35,48.85,35|2044-04-23T02:59:23Z|Sunny|+15.4|1009.6|63.0                                    |
San Fransisco|-122.42,37.77,16|2048-07-17T05:23:35Z|Sunny|+13.2|983.9|79.0                          |
Montreal|-73.59,45.51,35|2039-07-30T13:29:43Z|Rain|+13.5|1009.1|78.0                                |
Darwin|130.84,-12.46,37|2046-08-15T02:07:35Z|Sunny|+27.4|1023.8|29.0                                |
Tignes|6.92,45.5,3747|2000-08-26T13:19:28Z|Sunny|+18.3|1026.9|62.0                                  |
Sydney|151.21,-33.87,19|2020-12-04T08:31:33Z|Rain|+20.4|1010.0|87.0                                 |
Juneau|-134.42,58.3,17|2020-02-06T01:45:35Z|Sunny|-0.9|1038.5|76.0                                  |
Marseille|5.38,43.3,12|2048-06-01T11:11:40Z|Sunny|+18.1|1022.2|33.0                                 |
Lyon|4.85,45.75,213|2041-03-29T20:56:16Z|Rain|+19.5|976.5|83.0                                      |
Toulouse|1.44,43.6,150|2008-01-25T08:06:02Z|Sunny|+17.2|1028.3|55.0                                 |
Paris|2.35,48.85,35|2010-09-26T04:02:00Z|Sunny|+21.4|1016.3|42.0                                    |
San Fransisco|-122.42,37.77,16|2001-06-23T03:10:29Z|Sunny|+24.9|1044.4|60.0                         |
Montreal|-73.59,45.51,35|2033-05-15T16:20:14Z|Rain|+2.4|1008.6|80.0                                 |
Darwin|130.84,-12.46,37|2033-06-22T16:49:58Z|Sunny|+23.8|994.2|21.0                                 |
Tignes|6.92,45.5,3747|2030-03-18T13:00:41Z|Sunny|+10.7|1021.8|76.0                                  |
Sydney|151.21,-33.87,19|2035-03-31T07:49:20Z|Sunny|+15.6|1002.8|60.0                                |
Juneau|-134.42,58.3,17|2002-12-09T14:05:33Z|Sunny|-6.1|1015.5|75.0                                  |
Marseille|5.38,43.3,12|2042-09-20T22:25:53Z|Sunny|+13.8|994.3|71.0                                  |
Lyon|4.85,45.75,213|2039-02-08T12:18:47Z|Sunny|+5.1|1005.8|59.0                                     |
Toulouse|1.44,43.6,150|2002-09-10T13:54:38Z|Sunny|+18.9|1029.1|55.0                                 |
Paris|2.35,48.85,35|2015-10-24T11:51:09Z|Sunny|+17.5|1043.8|68.0                                    |
San Fransisco|-122.42,37.77,16|2032-10-17T06:48:29Z|Sunny|+14.0|1028.4|54.0                         |
Montreal|-73.59,45.51,35|2026-06-21T05:52:58Z|Sunny|+11.0|1021.7|84.0                               |
Darwin|130.84,-12.46,37|2029-06-19T07:35:45Z|Sunny|+18.3|1011.7|13.0                                |
Tignes|6.92,45.5,3747|2019-05-31T00:55:53Z|Sunny|+15.5|1010.1|62.0                                  |
Sydney|151.21,-33.87,19|2041-07-13T14:45:19Z|Rain|+18.5|1003.1|66.0                                 |
Juneau|-134.42,58.3,17|2046-10-19T15:25:38Z|Sunny|+3.8|1014.7|62.0                                  |
Marseille|5.38,43.3,12|2036-10-23T10:14:53Z|Sunny|+17.0|1014.0|64.0                                 |
Lyon|4.85,45.75,213|2031-03-24T13:06:55Z|Rain|+9.6|1028.0|75.0                                      |
Toulouse|1.44,43.6,150|2035-09-18T01:56:38Z|Sunny|+16.7|1044.6|73.0                                 |
Paris|2.35,48.85,35|2016-06-20T14:34:36Z|Rain|+15.6|1006.3|86.0                                     |
San Fransisco|-122.42,37.77,16|2006-01-20T00:46:41Z|Sunny|+17.3|1018.0|61.0                         |
Montreal|-73.59,45.51,35|2008-12-28T03:55:38Z|Rain|+5.5|978.5|65.0                                  |
Darwin|130.84,-12.46,37|2001-11-20T15:05:04Z|Sunny|+33.4|999.7|26.0                                 |
Tignes|6.92,45.5,3747|2041-10-04T15:45:21Z|Sunny|+14.6|1003.2|58.0                                  |
Sydney|151.21,-33.87,19|2041-11-12T21:45:27Z|Rain|+15.5|996.1|86.0                                  |
Juneau|-134.42,58.3,17|2009-10-03T13:10:08Z|Snow|+3.6|1024.0|90.0                                   |
Marseille|5.38,43.3,12|2036-06-13T10:23:04Z|Sunny|+15.5|1039.1|62.0                                 |
Lyon|4.85,45.75,213|2012-10-04T02:56:29Z|Sunny|+10.9|1017.2|36.0                                    |
Toulouse|1.44,43.6,150|2019-03-07T09:49:04Z|Sunny|+18.2|1035.5|28.0                                 |
Paris|2.35,48.85,35|2016-02-04T23:58:25Z|Rain|+13.1|1012.9|82.0                                     |
San Fransisco|-122.42,37.77,16|2041-07-19T11:21:02Z|Sunny|+20.4|1033.7|54.0                         |
Montreal|-73.59,45.51,35|2019-11-26T16:32:00Z|Sunny|+4.5|1029.2|57.0                                |
Darwin|130.84,-12.46,37|2038-01-18T04:36:35Z|Sunny|+32.9|1013.0|14.0                                |
Tignes|6.92,45.5,3747|2007-02-19T10:21:09Z|Rain|+15.8|985.7|79.0                                    |
Sydney|151.21,-33.87,19|2010-06-16T12:48:57Z|Rain|+18.0|1027.9|68.0                                 |
Juneau|-134.42,58.3,17|2042-02-15T04:20:16Z|Sunny|+8.7|1023.2|73.0                                  |
Marseille|5.38,43.3,12|2025-02-06T01:22:46Z|Sunny|+14.3|1009.6|40.0                                 |
Lyon|4.85,45.75,213|2044-01-14T20:46:03Z|Rain|+15.7|1014.9|75.0                                     |
Toulouse|1.44,43.6,150|2030-09-12T08:25:59Z|Rain|+9.7|996.8|83.0                                    |
Paris|2.35,48.85,35|2019-10-12T08:08:55Z|Rain|+23.0|1010.9|83.0                                     |
San Fransisco|-122.42,37.77,16|2039-05-31T21:12:50Z|Sunny|+14.2|994.1|48.0                          |
Montreal|-73.59,45.51,35|2018-12-03T16:30:25Z|Rain|+8.8|1002.8|79.0                                 |
Darwin|130.84,-12.46,37|2046-11-06T21:48:18Z|Sunny|+27.1|1014.2|17.0                                |
Tignes|6.92,45.5,3747|2030-08-21T08:35:01Z|Sunny|+24.7|1023.6|77.0                                  |
Sydney|151.21,-33.87,19|2007-11-11T13:43:15Z|Sunny|+21.9|1024.3|60.0                                |
Juneau|-134.42,58.3,17|2000-02-26T16:24:28Z|Rain|+1.9|1017.4|81.0                                   |
Marseille|5.38,43.3,12|2004-03-15T01:43:00Z|Rain|+16.3|1036.6|74.0                                  |
Lyon|4.85,45.75,213|2034-07-04T15:09:29Z|Sunny|+19.9|1032.7|75.0                                    |
Toulouse|1.44,43.6,150|2024-03-14T12:54:07Z|Sunny|+20.1|1014.9|57.0                                 |
Paris|2.35,48.85,35|2014-08-03T09:16:55Z|Sunny|+21.3|984.9|45.0                                     |
San Fransisco|-122.42,37.77,16|2023-12-26T13:40:10Z|Rain|+12.0|997.5|76.0                           |
Montreal|-73.59,45.51,35|2003-05-17T22:54:53Z|Rain|+6.8|1009.7|85.0                                 |
Darwin|130.84,-12.46,37|2044-09-01T19:11:19Z|Sunny|+21.6|1024.5|36.0                                |
Tignes|6.92,45.5,3747|2032-04-27T10:20:24Z|Sunny|+15.6|1016.5|54.0                                  |
Sydney|151.21,-33.87,19|2026-05-12T20:33:56Z|Rain|+11.5|1004.1|62.0                                 |
Juneau|-134.42,58.3,17|2015-02-13T05:40:17Z|Snow|+2.7|1043.0|89.0                                   |
Marseille|5.38,43.3,12|2044-01-10T22:38:40Z|Sunny|+6.4|1014.6|51.0                                  |
Lyon|4.85,45.75,213|2041-01-17T14:59:06Z|Rain|+14.3|1012.9|86.0                                     |
Toulouse|1.44,43.6,150|2049-05-30T11:48:12Z|Rain|+11.4|1014.0|65.0                                  |
Paris|2.35,48.85,35|2025-01-29T14:26:39Z|Rain|+18.3|1000.6|72.0                                     |
San Fransisco|-122.42,37.77,16|2021-10-19T01:21:43Z|Sunny|+10.8|1025.5|53.0                         |
Montreal|-73.59,45.51,35|2029-07-10T23:13:41Z|Rain|+13.8|1009.1|80.0                                |
Darwin|130.84,-12.46,37|2048-01-31T06:41:37Z|Sunny|+24.7|1028.9|15.0                                |
Tignes|6.92,45.5,3747|2042-11-12T18:44:51Z|Sunny|+19.4|1013.4|73.0                                  |
Sydney|151.21,-33.87,19|2042-07-19T00:17:04Z|Sunny|+19.6|1015.8|45.0                                |
Juneau|-134.42,58.3,17|2023-02-01T01:15:53Z|Rain|+4.0|1013.0|84.0                                   |
Marseille|5.38,43.3,12|2010-01-09T08:46:15Z|Sunny|+6.8|1007.9|80.0                                  |
Lyon|4.85,45.75,213|2015-04-08T08:24:36Z|Rain|+9.4|1003.8|81.0                                      |
Toulouse|1.44,43.6,150|2017-05-24T17:06:56Z|Rain|+9.2|1012.6|76.0                                   |
Paris|2.35,48.85,35|2007-08-04T23:55:47Z|Sunny|+22.5|1019.3|67.0                                    |
San Fransisco|-122.42,37.77,16|2031-04-28T21:22:42Z|Rain|+16.2|1008.2|77.0                          |
Montreal|-73.59,45.51,35|2044-03-12T05:45:59Z|Rain|+3.7|1012.2|76.0                                 |
Darwin|130.84,-12.46,37|2019-04-27T13:16:30Z|Sunny|+30.2|993.9|13.0                                 |
Tignes|6.92,45.5,3747|2025-08-26T07:48:36Z|Sunny|+20.7|1028.4|63.0                                  |
Sydney|151.21,-33.87,19|2009-02-17T16:21:26Z|Sunny|+15.5|1020.0|7.0                                 |
Juneau|-134.42,58.3,17|2033-12-09T08:59:14Z|Rain|-2.6|1009.7|80.0                                   |
Marseille|5.38,43.3,12|2030-02-23T04:01:44Z|Rain|+15.7|1012.8|88.0                                  |
Lyon|4.85,45.75,213|2016-01-12T15:26:07Z|Rain|+12.8|980.7|67.0                                      |
Toulouse|1.44,43.6,150|2016-05-12T02:30:19Z|Rain|+11.0|996.0|87.0                                   |
Paris|2.35,48.85,35|2037-11-15T21:00:31Z|Rain|+10.3|1004.5|79.0                                     |
San Fransisco|-122.42,37.77,16|2043-01-19T12:44:43Z|Sunny|+9.9|976.4|46.0                           |
Montreal|-73.59,45.51,35|2044-06-18T20:21:01Z|Sunny|+10.1|1001.8|52.0                               |
Darwin|130.84,-12.46,37|2010-06-01T13:52:37Z|Sunny|+18.0|989.2|15.0                                 |
Tignes|6.92,45.5,3747|2048-08-27T05:44:21Z|Sunny|+19.8|1026.3|60.0                                  |
Sydney|151.21,-33.87,19|2003-03-14T02:10:24Z|Rain|+22.8|995.1|85.0                                  |
Juneau|-134.42,58.3,17|2014-08-13T14:00:34Z|Snow|+4.4|997.3|88.0                                    |
Marseille|5.38,43.3,12|2032-08-29T14:34:47Z|Sunny|+21.9|1010.3|69.0                                 |
Lyon|4.85,45.75,213|2036-02-15T01:51:05Z|Rain|+14.7|1010.9|71.0                                     |
Toulouse|1.44,43.6,150|2023-03-21T22:58:16Z|Sunny|+16.3|1016.4|86.0                                 |
Paris|2.35,48.85,35|2019-01-28T06:10:19Z|Sunny|+17.6|1029.5|60.0                                    |
San Fransisco|-122.42,37.77,16|2004-12-24T21:47:56Z|Rain|+14.1|1027.9|78.0                          |
Montreal|-73.59,45.51,35|2018-05-06T09:57:29Z|Rain|+7.4|992.6|68.0                                  |
Darwin|130.84,-12.46,37|2011-12-05T03:56:14Z|Sunny|+25.3|1007.9|19.0                                |
Tignes|6.92,45.5,3747|2017-10-02T11:57:15Z|Rain|+8.4|998.3|71.0                                     |
Sydney|151.21,-33.87,19|2020-04-22T08:39:12Z|Sunny|+21.2|1041.5|72.0                                |
Juneau|-134.42,58.3,17|2006-08-08T07:40:43Z|Sunny|+7.6|1008.9|71.0                                  |
Marseille|5.38,43.3,12|2049-09-30T07:50:22Z|Rain|+24.0|997.3|84.0                                   |
Lyon|4.85,45.75,213|2021-04-03T16:14:01Z|Rain|+12.5|1013.2|79.0                                     |
Toulouse|1.44,43.6,150|2035-12-17T23:36:11Z|Sunny|+15.6|1022.3|40.0                                 |
Paris|2.35,48.85,35|2017-01-14T13:03:58Z|Sunny|+13.9|1004.5|71.0                                    |
San Fransisco|-122.42,37.77,16|2033-05-15T20:08:21Z|Rain|+11.9|1005.4|81.0                          |
Montreal|-73.59,45.51,35|2043-09-01T08:12:56Z|Snow|+4.0|1003.0|93.0                                 |
Darwin|130.84,-12.46,37|2023-01-25T05:52:52Z|Sunny|+30.6|998.3|25.0                                 |
Tignes|6.92,45.5,3747|2024-10-19T23:40:48Z|Rain|+2.4|1006.2|84.0                                    |
Sydney|151.21,-33.87,19|2031-11-24T07:03:00Z|Sunny|+13.4|1012.6|55.0                                |
Juneau|-134.42,58.3,17|2043-12-21T10:16:40Z|Rain|+5.9|1022.6|94.0                                   |
Marseille|5.38,43.3,12|2016-04-09T13:50:25Z|Sunny|+9.4|998.3|57.0                                   |
Lyon|4.85,45.75,213|2039-05-12T01:56:51Z|Rain|+9.6|1007.2|86.0                                      |
Toulouse|1.44,43.6,150|2017-08-26T05:28:12Z|Sunny|+16.8|1000.7|78.0                                 |
Paris|2.35,48.85,35|2029-08-24T21:33:10Z|Sunny|+18.0|1005.8|84.0                                    |
San Fransisco|-122.42,37.77,16|2042-12-28T05:55:46Z|Rain|+13.8|1017.4|82.0                          |
Montreal|-73.59,45.51,35|2048-12-02T11:44:01Z|Sunny|+7.3|994.7|89.0                                 |
